11	group_131,group_3371
12	group_134,rsmB
13	group_1409,group_3678
14	group_1435,group_3861,group_8306
15	group_2138,group_8322
16	group_2243,group_8297,group_8364
17	group_2293,group_3227,nfrA2
18	group_2372,group_3560
19	group_2475,group_4868
20	group_2923,group_3762
21	group_3162,group_8313
22	group_3167,group_8302
23	group_3168,group_8210,group_8296,group_8300,group_8365
24	group_4029,group_505
25	group_4241,natA_1
26	group_4571,group_5862
27	group_5136,rsmF
28	group_557,hsdS_1
29	group_77,ricR
30	group_88,lacE_1
31	rbsR,ycjP_2,yteP_1
32	rebM,yhjX
